ДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДД
           Alcatel DB Series Service Softvare Ver 4.1         
                (c) 2000 ANDROMEDA GSM GRUP                   
                        gmgsm@viper.pl                        
ДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДДД
06-09-2000 | 09:25:14 |  IMEI: 332064-67-351162-7 | AMD - 1Mb   | Ver.016A | Type:BE1E-1JD1DE/3DS05150AJA | MENU: 1 
06-09-2000 | 15:25:44 |  IMEI: 332064-67-340352-8 | FUJITSU 1Mb | Ver.016A | Type:BE1E-1JD1DE/3DS05150AJA | MENU: 1 
06-09-2000 | 15:41:47 |  IMEI: 332064-67-340319-7 | AMD - 1Mb   | Ver.016A | Type:BE1E-1JD1DE/3DS05150AJA | MENU: 1 
06-09-2000 | 15:56:35 |  IMEI: 332064-67-340489-8 | AMD - 1Mb   | Ver.016A | Type:BE1E-1JD1DE/3DS05150AJA | MENU: 1 
06-09-2000 | 16:18:02 |  IMEI: 332064-67-339041-0 | AMD - 1Mb   | Ver.016A | Type:BE1E-1JD1DE/3DS05150AJA | MENU: 1 
06-09-2000 | 16:36:22 |  IMEI: 332064-67-340403-9 | AMD - 1Mb   | Ver.016A | Type:BE1E-1JD1DE/3DS05150AJA | MENU: 1 
06-09-2000 | 16:52:25 |  IMEI: 332064-67-340325-4 | FUJITSU 1Mb | Ver.016A | Type:BE1E-1JD1DE/3DS05150AJA | MENU: 1 
06-09-2000 | 17:05:51 |  IMEI: 332064-67-340349-4 | FUJITSU 1Mb | Ver.016B | Type:BE1E-1JD1DE/3DS05150AJA | MENU: 1 
06-09-2000 | 17:11:25 |  IMEI: 332064-67-340349-4 | FUJITSU 1Mb | Ver.016A | Type:BE1E-1JD1DE/3DS05150AJA | MENU: 1 
06-09-2000 | 17:11:37 |  IMEI: яяяяяя-яя-яяяяяя-я | FUJITSU 1Mb | Ver.0000 | Type:яяяяяяяяяяя/яяяяяяяяяяя | MENU: 1 
06-09-2000 | 17:16:37 |  IMEI: 332064-67-340349-4 | FUJITSU 1Mb | Ver.016A | Type:BE1E-1JD1DE/3DS05150AJA | MENU: 1 
06-09-2000 | 17:34:00 |  IMEI: 332064-67-340481-5 | AMD - 1Mb   | Ver.016A | Type:BE1E-1JD1DE/3DS05150AJA | MENU: 1 
06-09-2000 | 17:52:06 |  IMEI: 332064-67-340380-9 | FUJITSU 1Mb | Ver.016A | Type:BE1E-1JD1DE/3DS05150AJA | MENU: 1 
06-16-2000 | 10:29:50 |  IMEI:  |  | Ver.0000 | Type:/ | MENU: 1 
06-16-2000 | 10:30:13 |  IMEI:  |  | Ver.0000 | Type:/ | MENU: 1 
06-16-2000 | 10:31:59 |  IMEI:  |  | Ver.0000 | Type:/ | MENU: 1 
06-16-2000 | 10:33:16 |  IMEI:  |  | Ver.0000 | Type:/ | MENU: 1 
06-16-2000 | 10:35:08 |  IMEI:  |  | Ver.0000 | Type:/ | MENU: 1 
06-16-2000 | 10:56:41 |  IMEI: 332098-53-241921-8 |  | Ver.016C | Type:BE1C-1BD2DE/3DS06266ABA | MENU: 1 
06-16-2000 | 16:23:44 |  IMEI: 332098-53-310121-1 |  | Ver.016C | Type:BE1C-1BD2DE/3DS06266ABA | MENU: 1 
06-16-2000 | 16:48:20 |  IMEI: 332098-53-776703-3 | FUJITSU 1Mb | Ver.016C | Type:BE1C-1AD2DE/3DS06266AAA | MENU: 1 
06-16-2000 | 18:26:34 |  IMEI: 332098-53-888413-4 |  | Ver.016C | Type:BE1C-1BD2DE/3DS06266ABA | MENU: 1 
06-16-2000 | 18:27:24 |  IMEI: 332098-53-888413-4 |  | Ver.016C | Type:BE1C-1BD2DE/3DS06266ABA | MENU: 1 
06-16-2000 | 20:08:29 |  IMEI: 332098-53-236130-3 |  | Ver.016C | Type:BE1C-1BD2DE/3DS06266ABA | MENU: 1 
06-16-2000 | 20:09:06 |  IMEI:  | FUJITSU 1Mb | Ver.0000 | Type:/ | MENU: 1 
06-16-2000 | 20:10:04 |  IMEI:  |  | Ver.0000 | Type:/ | MENU: 1 
06-16-2000 | 20:10:26 |  IMEI:  |  | Ver.0000 | Type:/ | MENU: 1 
06-16-2000 | 20:54:06 |  IMEI:  |  | Ver.0000 | Type:/ | MENU: 1 
06-23-2000 | 11:09:06 |  IMEI: 332042-67-123224-8 | AMD - 1Mb   | Ver.016A | Type:BE1E-1KERPL/3DS05150AKA | MENU: 1 
07-01-2000 | 17:35:05 |  IMEI: 332040-53-004441-6 | AMD - 2Mb   | Ver.0163 | Type:BE1M-1CERPL/3DS06149ACA | MENU: 1 
